yrke,yrke_navn,hovedgruppe,hovedgruppe_navn,yrkesgruppe,yrkesgruppe_navn,lonnstakere,lonnstakere_start,vekst_antall,vekst_pst,median_lonn_start,reallonn_start,reallonn_slutt,lonn_vekst_pst,reallonn_vekst_pst,endring_bruddkvartal,median_lonn,median_lonn_kvinner,median_lonn_menn,gjennomsnittsalder,avtalt_arbeidstid,kvinner,menn,kvinneandel,under_40,fra_40_til_54,fra_55,andel_55plus,sykefravaer_pst,sykefravaer_aar,sammenlignbar,kvartal_start,kvartal_slutt
7515,Prøvesmakere og kvalitetsbedømmere av mat og drikke,7,Håndverkere,75,Andre håndverkspregede yrker,90,75,15,0.19999999999999996,,,,,,-1,,,,47.9,33.9,44,46,0.4888888888888889,24,42,24,0.26666666666666666,5.1,2025,false,2016K2,2026K2
8312,Skiftekonduktører mv,8,"Prosess- og maskinoperatører, transportarbeidere mv.",83,Transportarbeidere og operatører av mobile maskiner mv.,87,177,-90,-0.5084745762711864,39550.0,54245.022222222215,,,,-3,,,,45.4,34.8,11,76,0.12643678160919541,34,28,25,0.28735632183908044,8.0,2025,false,2016K2,2026K2
9215,Hjelpearbeidere i skogbruk,9,"Renholdere, hjelpearbeidere mv.",92,"Hjelpearbeidere i jordbruk, skogbruk og fiske",86,50,36,0.72,,,37580.0,,,-3,37580.0,,,35.2,18.9,6,80,0.06976744186046512,55,19,12,0.13953488372093023,1.0,2025,false,2016K2,2026K2
7535,Skinnberedere og garvere,7,Håndverkere,75,Andre håndverkspregede yrker,83,154,-71,-0.461038961038961,34140.0,46824.90666666666,,,,2,,,,45.1,29.7,60,23,0.7228915662650602,29,30,24,0.2891566265060241,8.1,2025,false,2016K2,2026K2
3139,Andre prosesskontrolloperatører,3,Høyskoleyrker,31,Ingeniører mv.,80,70,10,0.1428571428571428,,,,,,2,,,,46.3,35.8,20,60,0.25,27,29,24,0.3,4.9,2025,false,2016K2,2026K2
8219,Andre montører,8,"Prosess- og maskinoperatører, transportarbeidere mv.",82,Montører,78,60,18,0.30000000000000004,,,,,,-8,,,,43.0,33.0,0,78,0.0,31,34,13,0.16666666666666666,8.8,2025,false,2016K2,2026K2
8154,Operatører innen tekstilbearbeiding,8,"Prosess- og maskinoperatører, transportarbeidere mv.",81,Prosess- og maskinoperatører,75,58,17,0.2931034482758621,,,,,,-1,,,,43.5,32.4,34,41,0.4533333333333333,29,26,20,0.26666666666666666,4.4,2025,false,2016K2,2026K2
7224,Metallslipere,7,Håndverkere,72,Metall- og maskinarbeidere,74,85,-11,-0.12941176470588234,,,,,,4,,,,45.6,34.2,3,71,0.04054054054054054,28,24,22,0.2972972972972973,4.1,2025,false,2016K2,2026K2
7312,Musikkinstrumentmakere og -stemmere,7,Håndverkere,73,"Presisjonsarbeidere, kunsthåndverkere, grafiske arbeidere mv.",67,49,18,0.36734693877551017,,,,,,3,,,,47.8,27.3,14,53,0.208955223880597,20,26,21,0.31343283582089554,3.7,2025,false,2016K2,2026K2
5242,Demonstrasjonsselgere,5,Salgs- og serviceyrker,52,Salgsyrker,65,410,-345,-0.8414634146341463,26190.0,35921.03999999999,,,,-12,,,,45.9,27.6,33,32,0.5076923076923077,24,16,25,0.38461538461538464,6.0,2025,false,2016K2,2026K2
7315,Glasshåndverkere,7,Håndverkere,73,"Presisjonsarbeidere, kunsthåndverkere, grafiske arbeidere mv.",65,119,-54,-0.45378151260504207,31470.0,43162.85333333333,,,,-3,,,,46.7,29.9,13,52,0.2,23,22,20,0.3076923076923077,7.4,2025,false,2016K2,2026K2
5241,Mannekenger og modeller,5,Salgs- og serviceyrker,52,Salgsyrker,55,35,20,0.5714285714285714,,,,,,-8,,,,27.9,9.1,38,17,0.6909090909090909,48,4,3,0.05454545454545454,4.5,2025,false,2016K2,2026K2
8156,Operatører innen skinn og lærprodukter,8,"Prosess- og maskinoperatører, transportarbeidere mv.",81,Prosess- og maskinoperatører,49,52,-3,-0.05769230769230771,,,,,,2,,,,44.1,25.9,25,24,0.5102040816326531,21,18,10,0.20408163265306123,5.9,2019,false,2016K2,2026K2
7532,Gradører,7,Håndverkere,75,Andre håndverkspregede yrker,46,55,-9,-0.1636363636363637,,,,,,-3,,,,48.2,34.7,26,20,0.5652173913043478,14,9,23,0.5,4.7,2025,false,2016K2,2026K2
2356,Andre IKT-lærere,2,Akademiske yrker,23,Undervisningsyrker,45,24,21,0.875,,,,,,-4,,,,43.3,34.2,18,27,0.4,20,11,14,0.3111111111111111,7.5,2025,false,2016K2,2026K2
9311,Hjelpearbeidere i bergverk,9,"Renholdere, hjelpearbeidere mv.",93,"Hjelpearbeidere i bergverk, industri, bygg og anlegg og transport",45,52,-7,-0.13461538461538458,,,,,,-6,,,,29.0,21.2,3,42,0.06666666666666667,34,3,8,0.17777777777777778,1.0,2025,false,2016K2,2026K2
7536,Skomakere,7,Håndverkere,75,Andre håndverkspregede yrker,43,39,4,0.10256410256410264,,,,,,-3,,,,45.7,30.4,14,29,0.32558139534883723,15,13,15,0.3488372093023256,5.9,2025,false,2016K2,2026K2
5212,"Gateselgere, mat",5,Salgs- og serviceyrker,52,Salgsyrker,40,62,-22,-0.3548387096774194,,,,,,-13,,,,34.2,14.6,22,18,0.55,34,3,3,0.075,2.5,2025,false,2016K2,2026K2
8132,Operatører innen produksjon av fotofilm og -papir mv.,8,"Prosess- og maskinoperatører, transportarbeidere mv.",81,Prosess- og maskinoperatører,37,79,-42,-0.5316455696202531,,,,,,-7,,,,36.9,28.4,14,23,0.3783783783783784,22,12,3,0.08108108108108109,5.2,2025,false,2016K2,2026K2
7543,Produkttestere (ikke matprodukter),7,Håndverkere,75,Andre håndverkspregede yrker,33,46,-13,-0.28260869565217395,,,,,,-11,,,,43.4,29.7,8,25,0.24242424242424243,17,6,10,0.30303030303030304,1.4,2025,false,2016K2,2026K2
7314,Keramikere mv.,7,Håndverkere,73,"Presisjonsarbeidere, kunsthåndverkere, grafiske arbeidere mv.",28,15,13,0.8666666666666667,,,,,,-3,,,,40.1,15.7,25,3,0.8928571428571429,19,6,3,0.10714285714285714,9.0,2025,false,2016K2,2026K2
6224,Fangstfolk,6,"Bønder, fiskere mv.",62,"Skogbrukere, fiskere mv.",22,7,15,2.142857142857143,,,,,,-5,,,,44.2,7.2,3,19,0.13636363636363635,3,5,14,0.6363636363636364,7.9,2025,false,2016K2,2026K2
7316,Dekormalere mv.,7,Håndverkere,73,"Presisjonsarbeidere, kunsthåndverkere, grafiske arbeidere mv.",21,0,21,,,,,,,4,,,,39.0,33.9,7,14,0.3333333333333333,8,10,3,0.14285714285714285,13.1,2025,false,2016K2,2026K2
7123,Gips- og sparklingsarbeidere,7,Håndverkere,71,Byggearbeidere,20,40,-20,-0.5,,,,,,-3,,,,41.7,36.4,3,17,0.15,11,5,4,0.2,1.2,2025,false,2016K2,2026K2
4131,Stenografer mv.,4,Kontoryrker,41,Kontormedarbeidere,17,25,-8,-0.31999999999999995,,,,,,1,,,,46.8,30.2,14,3,0.8235294117647058,6,6,5,0.29411764705882354,7.9,2022,false,2016K2,2026K2
9613,Gatefeiere mv.,9,"Renholdere, hjelpearbeidere mv.",96,Renovasjons- og gjenvinningsarbeidere mv.,17,31,-14,-0.4516129032258065,,,,,,33,,,,42.2,17.0,0,17,0.0,11,0,6,0.35294117647058826,4.1,2025,false,2016K2,2026K2
6112,Frukt- og bærprodusenter,6,"Bønder, fiskere mv.",61,Jordbrukere,16,7,9,1.2857142857142856,,,,,,7,,,,44.9,29.2,3,13,0.1875,8,0,8,0.5,0.6,2025,false,2016K2,2026K2
3132,Kontrolloperatører ved forbrennings- kjøle- og vannrenseanlegg mv.,3,Høyskoleyrker,31,Ingeniører mv.,14,15,-1,-0.06666666666666665,,,,,,0,,,,50.5,37.5,6,8,0.42857142857142855,3,6,5,0.35714285714285715,0.6,2025,false,2016K2,2026K2
2523,Nettverksansvarlige,2,Akademiske yrker,25,IKT-rådgivere,12,3,9,3.0,,,,,,0,,,,38.8,34.4,3,9,0.25,9,3,0,0.0,5.6,2025,false,2016K2,2026K2
7317,Kunsthåndverkere i tre mv.,7,Håndverkere,73,"Presisjonsarbeidere, kunsthåndverkere, grafiske arbeidere mv.",11,8,3,0.375,,,,,,-6,,,,28.2,16.2,8,3,0.7272727272727273,8,0,3,0.2727272727272727,3.8,2025,false,2016K2,2026K2
9129,Andre rengjørere,9,"Renholdere, hjelpearbeidere mv.",91,Renholdere mv.,11,6,5,0.8333333333333333,,,,,,-1,,,,42.3,33.8,0,11,0.0,5,3,3,0.2727272727272727,2.6,2025,false,2016K2,2026K2
3354,"Saksbehandlere for førerkort, importlisenser mv.",3,Høyskoleyrker,33,"Medarbeidere innen økonomi, administrasjon og salg",10,6,4,0.6666666666666667,,,,,,0,,,,42.0,37.5,3,7,0.3,4,6,0,0.0,23.0,2018,false,2016K2,2026K2
3411,Privatetterforskere mv.,3,Høyskoleyrker,34,"Yrker innen kultur, idrett mv.",9,3,6,2.0,,,,,,-1,,,,46.9,19.0,0,9,0.0,0,3,6,0.6666666666666666,2.7,2025,false,2016K2,2026K2
6123,Birøktere mv.,6,"Bønder, fiskere mv.",61,Jordbrukere,9,9,0,0.0,,,,,,-3,,,,44.9,24.1,0,9,0.0,3,3,3,0.3333333333333333,13.3,2016,false,2016K2,2026K2
4413,Kodere mv.,4,Kontoryrker,44,"Postbud, arkiv- og personalkontormedarbeidere",3,8,-5,-0.625,,,,,,-2,,,,,,3,0,1.0,0,3,0,0.0,,,false,2016K2,2026K2
5161,Astrologer mv.,5,Salgs- og serviceyrker,51,Yrker innen personlig tjenesteyting,3,3,0,0.0,,,,,,0,,,,,,3,0,1.0,0,0,3,1.0,,,false,2016K2,2026K2
6129,Andre dyreoppdrettere og røktere,6,"Bønder, fiskere mv.",61,Jordbrukere,3,29,-26,-0.896551724137931,,,,,,0,,,,,,0,3,0.0,0,0,3,1.0,0.6,2016,false,2016K2,2026K2
7513,Ystere mv. (gårdsproduksjon),7,Håndverkere,75,Andre håndverkspregede yrker,3,3,0,0.0,,,,,,3,,,,,,3,0,1.0,3,0,0,0.0,0.0,2025,false,2016K2,2026K2
7514,"Saftere, syltere mv. (gårdsproduksjon)",7,Håndverkere,75,Andre håndverkspregede yrker,3,6,-3,-0.5,,,,,,-3,,,,,,3,0,1.0,0,0,3,1.0,11.8,2025,false,2016K2,2026K2
4213,Pantelånere mv.,4,Kontoryrker,42,Kundeserviceyrker,0,0,0,,,,,,,0,,,,,,0,0,,0,0,0,,,,false,2016K2,2026K2
6114,"Kombinasjonsbrukere, nyttevekster",6,"Bønder, fiskere mv.",61,Jordbrukere,0,0,0,,,,,,,0,,,,0.0,0.0,0,0,,0,0,0,,,,false,2016K2,2026K2
8122,Operatører innen metallflatebehandling,8,"Prosess- og maskinoperatører, transportarbeidere mv.",81,Prosess- og maskinoperatører,0,0,0,,,,,,,0,,,,0.0,0.0,0,0,,0,0,0,,,,false,2016K2,2026K2
8155,"Operatører innen pels, skinn- og lærbearbeiding",8,"Prosess- og maskinoperatører, transportarbeidere mv.",81,Prosess- og maskinoperatører,0,3,-3,-1.0,,,,,,0,,,,,,0,0,,0,0,0,,,,false,2016K2,2026K2
8159,"Andre operatører innen produksjon av tekstiler, pels, skinn og lær",8,"Prosess- og maskinoperatører, transportarbeidere mv.",81,Prosess- og maskinoperatører,0,0,0,,,,,,,0,,,,0.0,0.0,0,0,,0,0,0,,,,false,2016K2,2026K2
8189,Andre stasjonære maskinoperatører,8,"Prosess- og maskinoperatører, transportarbeidere mv.",81,Prosess- og maskinoperatører,0,0,0,,,,,,,0,,,,0.0,0.0,0,0,,0,0,0,,,,false,2016K2,2026K2
9331,Førere av ikke-motorisert kjøretøy,9,"Renholdere, hjelpearbeidere mv.",93,"Hjelpearbeidere i bergverk, industri, bygg og anlegg og transport",0,3,-3,-1.0,,,,,,0,,,,,,0,0,,0,0,0,,,,false,2016K2,2026K2
