kommunenummer,kommune,fylkesnummer,fylke,aar_start,aar_slutt,folkemengde_start,folkemengde_slutt,vekst,vekst_pst,fodselsoverskudd_sum,nettoinnflytting_sum,folketilvekst_sum,restledd_sum,grenseavvik_sum,grenseavvik_maks_pst,grenseavvik_maks_aar,aar_uten_folketall,aar_med_stromtall,sammenlignbar,rangering
1578,Fjord,15,Møre og Romsdal,2011,2026,2783,2547,-236,-0.084800574919152,-150.0,-88.0,-236.0,2.0,0.0,0.0,2011,0.0,15,true,284
3430,Os,34,Innlandet,2011,2026,2045,1871,-174,-0.08508557457212713,-122.0,-59.0,-174.0,7.0,0.0,0.0,2011,0.0,15,true,285
1845,Sørfold - Fuolldá,18,Nordland - Nordlánnda,2011,2026,1989,1819,-170,-0.08547008547008547,-168.0,0.0,-170.0,-2.0,0.0,0.0,2011,0.0,15,true,286
4026,Tinn,40,Telemark,2011,2026,6037,5515,-522,-0.08646678813980453,-540.0,3.0,-522.0,15.0,0.0,0.0,2011,0.0,15,true,287
5620,Nordkapp,56,Finnmark - Finnmárku - Finmarkku,2011,2026,3224,2945,-279,-0.08653846153846154,-223.0,-62.0,-279.0,6.0,0.0,0.0,2011,0.0,15,true,288
3425,Engerdal,34,Innlandet,2011,2026,1409,1287,-122,-0.08658623136976579,-143.0,19.0,-122.0,2.0,0.0,0.0,2011,0.0,15,true,289
1837,Meløy,18,Nordland - Nordlánnda,2011,2026,6650,6074,-576,-0.08661654135338345,-118.0,-452.0,-576.0,-6.0,0.0,0.0,2011,0.0,15,true,290
5610,Kárásjohka - Karasjok,56,Finnmark - Finnmárku - Finmarkku,2011,2026,2768,2524,-244,-0.08815028901734104,-44.0,-202.0,-244.0,2.0,0.0,0.0,2011,0.0,15,true,291
3437,Sel,34,Innlandet,2011,2026,6004,5469,-535,-0.0891072618254497,-334.0,-202.0,-535.0,1.0,0.0,0.0,2011,0.0,15,true,292
1859,Flakstad,18,Nordland - Nordlánnda,2011,2026,1360,1235,-125,-0.09191176470588236,-114.0,-11.0,-125.0,0.0,0.0,0.0,2011,0.0,15,true,293
4638,Høyanger,46,Vestland,2011,2026,4280,3883,-397,-0.0927570093457944,-234.0,-277.0,-507.0,4.0,110.0,0.02688829137130286,2019,0.0,15,false,
5514,Ibestad,55,Troms - Romsa - Tromssa,2011,2026,1419,1287,-132,-0.09302325581395349,-230.0,98.0,-132.0,0.0,0.0,0.0,2011,0.0,15,true,294
1835,Træna,18,Nordland - Nordlánnda,2011,2026,490,443,-47,-0.09591836734693877,-17.0,-32.0,-47.0,2.0,0.0,0.0,2011,0.0,15,true,295
4633,Fedje,46,Vestland,2011,2026,587,529,-58,-0.09880749574105621,-69.0,11.0,-58.0,0.0,0.0,0.0,2011,0.0,15,true,296
1871,Andøy,18,Nordland - Nordlánnda,2011,2026,5033,4525,-508,-0.10093383667792569,-270.0,-248.0,-508.0,10.0,0.0,0.0,2011,0.0,15,true,297
3449,Sør-Aurdal,34,Innlandet,2011,2026,3164,2841,-323,-0.10208596713021492,-232.0,-99.0,-323.0,8.0,0.0,0.0,2011,0.0,15,true,298
3432,Lesja,34,Innlandet,2011,2026,2197,1966,-231,-0.10514337733272644,-115.0,-120.0,-231.0,4.0,0.0,0.0,2011,0.0,15,true,299
1851,Lødingen,18,Nordland - Nordlánnda,2011,2026,2196,1964,-232,-0.10564663023679417,-201.0,-31.0,-232.0,0.0,0.0,0.0,2011,0.0,15,true,300
5528,Dyrøy,55,Troms - Romsa - Tromssa,2011,2026,1205,1077,-128,-0.10622406639004149,-157.0,28.0,-128.0,1.0,0.0,0.0,2011,0.0,15,true,301
5033,Tydal,50,Trøndelag - Trööndelage,2011,2026,868,773,-95,-0.10944700460829493,-60.0,-35.0,-95.0,0.0,0.0,0.0,2011,0.0,15,true,302
5020,Osen,50,Trøndelag - Trööndelage,2011,2026,1025,911,-114,-0.11121951219512195,-110.0,-4.0,-114.0,0.0,0.0,0.0,2011,0.0,15,true,303
3417,Grue,34,Innlandet,2011,2026,5024,4463,-561,-0.1116640127388535,-650.0,87.0,-561.0,2.0,0.0,0.0,2011,0.0,15,true,304
5540,Gáivuotna - Kåfjord - Kaivuono,55,Troms - Romsa - Tromssa,2011,2026,2185,1939,-246,-0.11258581235697941,-208.0,-43.0,-246.0,5.0,0.0,0.0,2011,0.0,15,true,305
5618,Måsøy,56,Finnmark - Finnmárku - Finmarkku,2011,2026,1228,1089,-139,-0.11319218241042345,-124.0,-23.0,-139.0,8.0,0.0,0.0,2011,0.0,15,true,306
1511,Vanylven,15,Møre og Romsdal,2011,2026,3417,3029,-388,-0.11354989757096869,-265.0,-121.0,-388.0,-2.0,0.0,0.0,2011,0.0,15,true,307
5536,Lyngen - Ivgu - Yykeä,55,Troms - Romsa - Tromssa,2011,2026,3086,2732,-354,-0.11471160077770577,-226.0,-131.0,-354.0,3.0,0.0,0.0,2011,0.0,15,true,308
1836,Rødøy,18,Nordland - Nordlánnda,2011,2026,1294,1140,-154,-0.11901081916537867,-44.0,-106.0,-154.0,-4.0,0.0,0.0,2011,0.0,15,true,309
5043,Raarvihke - Røyrvik,50,Trøndelag - Trööndelage,2011,2026,499,439,-60,-0.12024048096192384,-31.0,-27.0,-60.0,-2.0,0.0,0.0,2011,0.0,15,true,310
1857,Værøy,18,Nordland - Nordlánnda,2011,2026,748,656,-92,-0.12299465240641712,-49.0,-43.0,-92.0,0.0,0.0,0.0,2011,0.0,15,true,311
1874,Moskenes,18,Nordland - Nordlánnda,2011,2026,1120,976,-144,-0.12857142857142856,-132.0,-18.0,-144.0,6.0,0.0,0.0,2011,0.0,15,true,312
5546,Kvænangen,55,Troms - Romsa - Tromssa,2011,2026,1294,1125,-169,-0.13060278207109738,-147.0,-26.0,-169.0,4.0,0.0,0.0,2011,0.0,15,true,313
5044,Namsskogan,50,Trøndelag - Trööndelage,2011,2026,928,803,-125,-0.13469827586206898,-118.0,-10.0,-125.0,3.0,0.0,0.0,2011,0.0,15,true,314
4648,Bremanger,46,Vestland,2011,2026,3910,3381,-529,-0.13529411764705881,-301.0,-238.0,-529.0,10.0,0.0,0.0,2011,0.0,15,true,315
4636,Solund,46,Vestland,2011,2026,862,742,-120,-0.13921113689095127,-84.0,-38.0,-120.0,2.0,0.0,0.0,2011,0.0,15,true,316
4637,Hyllestad,46,Vestland,2011,2026,1483,1275,-208,-0.14025623735670936,-106.0,-103.0,-208.0,1.0,0.0,0.0,2011,0.0,15,true,317
1826,Aarborte - Hattfjelldal,18,Nordland - Nordlánnda,2011,2026,1463,1255,-208,-0.1421736158578264,-86.0,-127.0,-208.0,5.0,0.0,0.0,2011,0.0,15,true,318
1811,Bindal,18,Nordland - Nordlánnda,2011,2026,1592,1361,-231,-0.14510050251256282,-145.0,-86.0,-231.0,0.0,0.0,0.0,2011,0.0,15,true,319
3423,Stor-Elvdal,34,Innlandet,2011,2026,2665,2239,-426,-0.1598499061913696,-291.0,-132.0,-426.0,-3.0,0.0,0.0,2011,0.0,15,true,320
5630,Berlevåg,56,Finnmark - Finnmárku - Finmarkku,2011,2026,1031,864,-167,-0.16197866149369544,-105.0,-62.0,-167.0,0.0,0.0,0.0,2011,0.0,15,true,321
5614,Loppa,56,Finnmark - Finnmárku - Finmarkku,2011,2026,1078,846,-232,-0.21521335807050093,-143.0,-90.0,-232.0,1.0,0.0,0.0,2011,0.0,15,true,322
1856,Røst,18,Nordland - Nordlánnda,2011,2026,605,471,-134,-0.22148760330578512,-57.0,-79.0,-134.0,2.0,0.0,0.0,2011,0.0,15,true,323
1875,Hábmer - Hamarøy,18,Nordland - Nordlánnda,2011,2026,0,2808,2808,,-80.0,124.0,42.0,-2.0,2766.0,0.0,2019,9.0,15,false,
5056,Hitra,50,Trøndelag - Trööndelage,2011,2026,0,5568,5568,,42.0,472.0,518.0,4.0,5050.0,0.0,2019,9.0,15,false,
5059,Orkland,50,Trøndelag - Trööndelage,2011,2026,0,18840,18840,,-128.0,752.0,623.0,-1.0,18217.0,0.0,2019,9.0,15,false,
1806,Narvik,18,Nordland - Nordlánnda,2011,2026,0,21647,21647,,-306.0,111.0,-198.0,-3.0,21845.0,0.0,2019,9.0,15,false,
5055,Heim,50,Trøndelag - Trööndelage,2011,2026,0,6075,6075,,-134.0,248.0,112.0,-2.0,5963.0,0.0,2019,9.0,15,false,
